,geometry,fault_count,GiZScore,GiPValue
669,"POLYGON ((-0.1580867066802813 51.22438725542418, -0.1580867066802813 51.27438725542417, -0.2080867066802813 51.27438725542417, -0.2080867066802813 51.22438725542418, -0.1580867066802813 51.22438725542418))",605.0,0.12083220296101531,0.284
671,"POLYGON ((-0.1580867066802813 51.32438725542417, -0.1580867066802813 51.37438725542417, -0.2080867066802813 51.37438725542417, -0.2080867066802813 51.32438725542417, -0.1580867066802813 51.32438725542417))",298.0,0.9949702603211252,0.108
672,"POLYGON ((-0.1580867066802813 51.37438725542417, -0.1580867066802813 51.42438725542416, -0.2080867066802813 51.42438725542416, -0.2080867066802813 51.37438725542417, -0.1580867066802813 51.37438725542417))",886.0,1.5644907178826573,0.061
673,"POLYGON ((-0.1580867066802813 51.42438725542416, -0.1580867066802813 51.47438725542416, -0.2080867066802813 51.47438725542416, -0.2080867066802813 51.42438725542416, -0.1580867066802813 51.42438725542416))",1974.0,3.2597354930939733,0.005
674,"POLYGON ((-0.1580867066802813 51.47438725542416, -0.1580867066802813 51.52438725542416, -0.2080867066802813 51.52438725542416, -0.2080867066802813 51.47438725542416, -0.1580867066802813 51.47438725542416))",2848.0,3.806382730015305,0.003
675,"POLYGON ((-0.1580867066802813 51.52438725542416, -0.1580867066802813 51.57438725542416, -0.2080867066802813 51.57438725542416, -0.2080867066802813 51.52438725542416, -0.1580867066802813 51.52438725542416))",2175.0,3.170600821674615,0.007
676,"POLYGON ((-0.1580867066802813 51.57438725542416, -0.1580867066802813 51.62438725542415, -0.2080867066802813 51.62438725542415, -0.2080867066802813 51.57438725542416, -0.1580867066802813 51.57438725542416))",798.0,2.8027819703011656,0.017
677,"POLYGON ((-0.1580867066802813 51.62438725542415, -0.1580867066802813 51.67438725542415, -0.2080867066802813 51.67438725542415, -0.2080867066802813 51.62438725542415, -0.1580867066802813 51.62438725542415))",1192.0,0.42091746200342345,0.178
678,"POLYGON ((-0.1580867066802813 51.67438725542415, -0.1580867066802813 51.72438725542415, -0.2080867066802813 51.72438725542415, -0.2080867066802813 51.67438725542415, -0.1580867066802813 51.67438725542415))",462.0,1.6877685167949739,0.063
680,"POLYGON ((-0.1580867066802813 51.77438725542414, -0.1580867066802813 51.82438725542414, -0.2080867066802813 51.82438725542414, -0.2080867066802813 51.77438725542414, -0.1580867066802813 51.77438725542414))",370.0,-0.29644434804817577,0.449
681,"POLYGON ((-0.1580867066802813 51.82438725542414, -0.1580867066802813 51.87438725542414, -0.2080867066802813 51.87438725542414, -0.2080867066802813 51.82438725542414, -0.1580867066802813 51.82438725542414))",315.0,0.07656125661743816,0.303
682,"POLYGON ((-0.1580867066802813 51.87438725542414, -0.1580867066802813 51.92438725542414, -0.2080867066802813 51.92438725542414, -0.2080867066802813 51.87438725542414, -0.1580867066802813 51.87438725542414))",590.0,-0.2954926969395299,0.449
684,"POLYGON ((-0.1580867066802813 51.97438725542413, -0.1580867066802813 52.02438725542413, -0.2080867066802813 52.02438725542413, -0.2080867066802813 51.97438725542413, -0.1580867066802813 51.97438725542413))",167.0,,0.001
691,"POLYGON ((-0.1580867066802813 52.32438725542411, -0.1580867066802813 52.37438725542411, -0.2080867066802813 52.37438725542411, -0.2080867066802813 52.32438725542411, -0.1580867066802813 52.32438725542411))",534.0,,0.001
695,"POLYGON ((-0.1580867066802813 52.5243872554241, -0.1580867066802813 52.5743872554241, -0.2080867066802813 52.5743872554241, -0.2080867066802813 52.5243872554241, -0.1580867066802813 52.5243872554241))",35.0,,0.001
705,"POLYGON ((-0.1080867066802812 50.8243872554242, -0.1080867066802812 50.8743872554242, -0.1580867066802812 50.8743872554242, -0.1580867066802812 50.8243872554242, -0.1080867066802812 50.8243872554242))",734.0,,0.001
707,"POLYGON ((-0.1080867066802812 50.92438725542419, -0.1080867066802812 50.97438725542419, -0.1580867066802812 50.97438725542419, -0.1580867066802812 50.92438725542419, -0.1080867066802812 50.92438725542419))",360.0,,0.001
713,"POLYGON ((-0.1080867066802812 51.22438725542418, -0.1080867066802812 51.27438725542417, -0.1580867066802812 51.27438725542417, -0.1580867066802812 51.22438725542418, -0.1080867066802812 51.22438725542418))",405.0,-0.12210604190490626,0.414
714,"POLYGON ((-0.1080867066802812 51.27438725542417, -0.1080867066802812 51.32438725542417, -0.1580867066802812 51.32438725542417, -0.1580867066802812 51.27438725542417, -0.1080867066802812 51.27438725542417))",392.0,0.33703317439238173,0.203
715,"POLYGON ((-0.1080867066802812 51.32438725542417, -0.1080867066802812 51.37438725542417, -0.1580867066802812 51.37438725542417, -0.1580867066802812 51.32438725542417, -0.1080867066802812 51.32438725542417))",785.0,1.2669286999986986,0.073
716,"POLYGON ((-0.1080867066802812 51.37438725542417, -0.1080867066802812 51.42438725542416, -0.1580867066802812 51.42438725542416, -0.1580867066802812 51.37438725542417, -0.1080867066802812 51.37438725542417))",1618.0,1.9609220435421149,0.05
717,"POLYGON ((-0.1080867066802812 51.42438725542416, -0.1080867066802812 51.47438725542416, -0.1580867066802812 51.47438725542416, -0.1580867066802812 51.42438725542416, -0.1080867066802812 51.42438725542416))",1824.0,4.153925426224678,0.002
718,"POLYGON ((-0.1080867066802812 51.47438725542416, -0.1080867066802812 51.52438725542416, -0.1580867066802812 51.52438725542416, -0.1580867066802812 51.47438725542416, -0.1080867066802812 51.47438725542416))",2906.0,4.6572815558405525,0.001
719,"POLYGON ((-0.1080867066802812 51.52438725542416, -0.1080867066802812 51.57438725542416, -0.1580867066802812 51.57438725542416, -0.1580867066802812 51.52438725542416, -0.1080867066802812 51.52438725542416))",3049.0,5.751520860615166,0.001
720,"POLYGON ((-0.1080867066802812 51.57438725542416, -0.1080867066802812 51.62438725542415, -0.1580867066802812 51.62438725542415, -0.1580867066802812 51.57438725542416, -0.1080867066802812 51.57438725542416))",2885.0,3.1337009752626916,0.006
721,"POLYGON ((-0.1080867066802812 51.62438725542415, -0.1080867066802812 51.67438725542415, -0.1580867066802812 51.67438725542415, -0.1580867066802812 51.62438725542415, -0.1080867066802812 51.62438725542415))",520.0,2.7026151730278065,0.019
722,"POLYGON ((-0.1080867066802812 51.67438725542415, -0.1080867066802812 51.72438725542415, -0.1580867066802812 51.72438725542415, -0.1580867066802812 51.67438725542415, -0.1080867066802812 51.67438725542415))",396.0,0.16739627697174775,0.279
733,"POLYGON ((-0.1080867066802812 52.22438725542412, -0.1080867066802812 52.27438725542412, -0.1580867066802812 52.27438725542412, -0.1580867066802812 52.22438725542412, -0.1080867066802812 52.22438725542412))",173.0,,0.001
739,"POLYGON ((-0.1080867066802812 52.5243872554241, -0.1080867066802812 52.5743872554241, -0.1580867066802812 52.5743872554241, -0.1580867066802812 52.5243872554241, -0.1080867066802812 52.5243872554241))",377.0,,0.001
748,"POLYGON ((-0.05808670668028119 50.7743872554242, -0.05808670668028119 50.8243872554242, -0.1080867066802812 50.8243872554242, -0.1080867066802812 50.7743872554242, -0.05808670668028119 50.7743872554242))",234.0,,0.001
752,"POLYGON ((-0.05808670668028119 50.97438725542419, -0.05808670668028119 51.02438725542419, -0.1080867066802812 51.02438725542419, -0.1080867066802812 50.97438725542419, -0.05808670668028119 50.97438725542419))",818.0,,0.001
754,"POLYGON ((-0.05808670668028119 51.07438725542418, -0.05808670668028119 51.12438725542418, -0.1080867066802812 51.12438725542418, -0.1080867066802812 51.07438725542418, -0.05808670668028119 51.07438725542418))",473.0,,0.001
758,"POLYGON ((-0.05808670668028119 51.27438725542417, -0.05808670668028119 51.32438725542417, -0.1080867066802812 51.32438725542417, -0.1080867066802812 51.27438725542417, -0.05808670668028119 51.27438725542417))",393.0,-0.30312429448358713,0.442
759,"POLYGON ((-0.05808670668028119 51.32438725542417, -0.05808670668028119 51.37438725542417, -0.1080867066802812 51.37438725542417, -0.1080867066802812 51.32438725542417, -0.05808670668028119 51.32438725542417))",312.0,0.2620509151120386,0.227
760,"POLYGON ((-0.05808670668028119 51.37438725542417, -0.05808670668028119 51.42438725542416, -0.1080867066802812 51.42438725542416, -0.1080867066802812 51.37438725542417, -0.05808670668028119 51.37438725542417))",731.0,1.939701780939019,0.045
761,"POLYGON ((-0.05808670668028119 51.42438725542416, -0.05808670668028119 51.47438725542416, -0.1080867066802812 51.47438725542416, -0.1080867066802812 51.42438725542416, -0.05808670668028119 51.42438725542416))",2293.0,3.4462295760870387,0.002
762,"POLYGON ((-0.05808670668028119 51.47438725542416, -0.05808670668028119 51.52438725542416, -0.1080867066802812 51.52438725542416, -0.1080867066802812 51.47438725542416, -0.05808670668028119 51.47438725542416))",3148.0,5.104507574621372,0.001
763,"POLYGON ((-0.05808670668028119 51.52438725542416, -0.05808670668028119 51.57438725542416, -0.1080867066802812 51.57438725542416, -0.1080867066802812 51.52438725542416, -0.05808670668028119 51.52438725542416))",2933.0,4.24731919212702,0.002
764,"POLYGON ((-0.05808670668028119 51.57438725542416, -0.05808670668028119 51.62438725542415, -0.1080867066802812 51.62438725542415, -0.1080867066802812 51.57438725542416, -0.05808670668028119 51.57438725542416))",1371.0,3.526761611876958,0.003
765,"POLYGON ((-0.05808670668028119 51.62438725542415, -0.05808670668028119 51.67438725542415, -0.1080867066802812 51.67438725542415, -0.1080867066802812 51.62438725542415, -0.05808670668028119 51.62438725542415))",1060.0,2.0992908768784035,0.041
768,"POLYGON ((-0.05808670668028119 51.77438725542414, -0.05808670668028119 51.82438725542414, -0.1080867066802812 51.82438725542414, -0.1080867066802812 51.77438725542414, -0.05808670668028119 51.77438725542414))",597.0,,0.001
775,"POLYGON ((-0.05808670668028119 52.12438725542412, -0.05808670668028119 52.17438725542412, -0.1080867066802812 52.17438725542412, -0.1080867066802812 52.12438725542412, -0.05808670668028119 52.12438725542412))",156.0,-0.5419101661376372,0.252
776,"POLYGON ((-0.05808670668028119 52.17438725542412, -0.05808670668028119 52.22438725542412, -0.1080867066802812 52.22438725542412, -0.1080867066802812 52.17438725542412, -0.05808670668028119 52.17438725542412))",207.0,-0.6570072371776099,0.142
779,"POLYGON ((-0.05808670668028119 52.32438725542411, -0.05808670668028119 52.37438725542411, -0.1080867066802812 52.37438725542411, -0.1080867066802812 52.32438725542411, -0.05808670668028119 52.32438725542411))",496.0,,0.001
781,"POLYGON ((-0.05808670668028119 52.42438725542411, -0.05808670668028119 52.47438725542411, -0.1080867066802812 52.47438725542411, -0.1080867066802812 52.42438725542411, -0.05808670668028119 52.42438725542411))",301.0,,0.001
792,"POLYGON ((-0.00808670668028115 50.7743872554242, -0.00808670668028115 50.8243872554242, -0.05808670668028115 50.8243872554242, -0.05808670668028115 50.7743872554242, -0.00808670668028115 50.7743872554242))",185.0,,0.001
799,"POLYGON ((-0.00808670668028115 51.12438725542418, -0.00808670668028115 51.17438725542418, -0.05808670668028115 51.17438725542418, -0.05808670668028115 51.12438725542418, -0.00808670668028115 51.12438725542418))",967.0,,0.001
803,"POLYGON ((-0.00808670668028115 51.32438725542417, -0.00808670668028115 51.37438725542417, -0.05808670668028115 51.37438725542417, -0.05808670668028115 51.32438725542417, -0.00808670668028115 51.32438725542417))",272.0,0.12841035754914176,0.293
804,"POLYGON ((-0.00808670668028115 51.37438725542417, -0.00808670668028115 51.42438725542416, -0.05808670668028115 51.42438725542416, -0.05808670668028115 51.37438725542417, -0.00808670668028115 51.37438725542417))",503.0,0.07738815344969584,0.306
805,"POLYGON ((-0.00808670668028115 51.42438725542416, -0.00808670668028115 51.47438725542416, -0.05808670668028115 51.47438725542416, -0.05808670668028115 51.42438725542416, -0.00808670668028115 51.42438725542416))",688.0,0.9188178452718404,0.107
806,"POLYGON ((-0.00808670668028115 51.47438725542416, -0.00808670668028115 51.52438725542416, -0.05808670668028115 51.52438725542416, -0.05808670668028115 51.47438725542416, -0.00808670668028115 51.47438725542416))",1200.0,1.6981463844575473,0.058
807,"POLYGON ((-0.00808670668028115 51.52438725542416, -0.00808670668028115 51.57438725542416, -0.05808670668028115 51.57438725542416, -0.05808670668028115 51.52438725542416, -0.00808670668028115 51.52438725542416))",1698.0,1.8606150548242684,0.051
808,"POLYGON ((-0.00808670668028115 51.57438725542416, -0.00808670668028115 51.62438725542415, -0.05808670668028115 51.62438725542415, -0.05808670668028115 51.57438725542416, -0.00808670668028115 51.57438725542416))",1319.0,1.6049661977338152,0.06
809,"POLYGON ((-0.00808670668028115 51.62438725542415, -0.00808670668028115 51.67438725542415, -0.05808670668028115 51.67438725542415, -0.05808670668028115 51.62438725542415, -0.00808670668028115 51.62438725542415))",604.0,1.1230297871299821,0.09
810,"POLYGON ((-0.00808670668028115 51.67438725542415, -0.00808670668028115 51.72438725542415, -0.05808670668028115 51.72438725542415, -0.05808670668028115 51.67438725542415, -0.00808670668028115 51.67438725542415))",565.0,0.49164667649172505,0.17
811,"POLYGON ((-0.00808670668028115 51.72438725542415, -0.00808670668028115 51.77438725542414, -0.05808670668028115 51.77438725542414, -0.05808670668028115 51.72438725542415, -0.00808670668028115 51.72438725542415))",722.0,0.09762086647102175,0.298
812,"POLYGON ((-0.00808670668028115 51.77438725542414, -0.00808670668028115 51.82438725542414, -0.05808670668028115 51.82438725542414, -0.05808670668028115 51.77438725542414, -0.00808670668028115 51.77438725542414))",412.0,0.6243974147659207,0.146
814,"POLYGON ((-0.00808670668028115 51.87438725542414, -0.00808670668028115 51.92438725542414, -0.05808670668028115 51.92438725542414, -0.05808670668028115 51.87438725542414, -0.00808670668028115 51.87438725542414))",284.0,,0.001
816,"POLYGON ((-0.00808670668028115 51.97438725542413, -0.00808670668028115 52.02438725542413, -0.05808670668028115 52.02438725542413, -0.05808670668028115 51.97438725542413, -0.00808670668028115 51.97438725542413))",123.0,-0.5059000255499257,0.268
817,"POLYGON ((-0.00808670668028115 52.02438725542413, -0.00808670668028115 52.07438725542413, -0.05808670668028115 52.07438725542413, -0.05808670668028115 52.02438725542413, -0.00808670668028115 52.02438725542413))",223.0,-0.7066889590881736,0.028
818,"POLYGON ((-0.00808670668028115 52.07438725542413, -0.00808670668028115 52.12438725542412, -0.05808670668028115 52.12438725542412, -0.05808670668028115 52.07438725542413, -0.00808670668028115 52.07438725542413))",145.0,-0.5057677340988569,0.268
837,"POLYGON ((0.04191329331971889 50.8243872554242, 0.04191329331971889 50.8743872554242, -0.008086706680281108 50.8743872554242, -0.008086706680281108 50.8243872554242, 0.04191329331971889 50.8243872554242))",146.0,0.050947299646369626,0.324
838,"POLYGON ((0.04191329331971889 50.8743872554242, 0.04191329331971889 50.92438725542419, -0.008086706680281108 50.92438725542419, -0.008086706680281108 50.8743872554242, 0.04191329331971889 50.8743872554242))",469.0,-0.6782813750934388,0.112
840,"POLYGON ((0.04191329331971889 50.97438725542419, 0.04191329331971889 51.02438725542419, -0.008086706680281108 51.02438725542419, -0.008086706680281108 50.97438725542419, 0.04191329331971889 50.97438725542419))",539.0,,0.001
842,"POLYGON ((0.04191329331971889 51.07438725542418, 0.04191329331971889 51.12438725542418, -0.008086706680281108 51.12438725542418, -0.008086706680281108 51.07438725542418, 0.04191329331971889 51.07438725542418))",393.0,,0.001
844,"POLYGON ((0.04191329331971889 51.17438725542418, 0.04191329331971889 51.22438725542418, -0.008086706680281108 51.22438725542418, -0.008086706680281108 51.17438725542418, 0.04191329331971889 51.17438725542418))",216.0,-0.41937797842624347,0.35
845,"POLYGON ((0.04191329331971889 51.22438725542418, 0.04191329331971889 51.27438725542417, -0.008086706680281108 51.27438725542417, -0.008086706680281108 51.22438725542418, 0.04191329331971889 51.22438725542418))",261.0,-0.3512671057037832,0.336
846,"POLYGON ((0.04191329331971889 51.27438725542417, 0.04191329331971889 51.32438725542417, -0.008086706680281108 51.32438725542417, -0.008086706680281108 51.27438725542417, 0.04191329331971889 51.27438725542417))",366.0,-0.4604649580076774,0.21
847,"POLYGON ((0.04191329331971889 51.32438725542417, 0.04191329331971889 51.37438725542417, -0.008086706680281108 51.37438725542417, -0.008086706680281108 51.32438725542417, 0.04191329331971889 51.32438725542417))",224.0,-0.2043895905874282,0.474
848,"POLYGON ((0.04191329331971889 51.37438725542417, 0.04191329331971889 51.42438725542416, -0.008086706680281108 51.42438725542416, -0.008086706680281108 51.37438725542417, 0.04191329331971889 51.37438725542417))",346.0,0.43976873501012737,0.179
849,"POLYGON ((0.04191329331971889 51.42438725542416, 0.04191329331971889 51.47438725542416, -0.008086706680281108 51.47438725542416, -0.008086706680281108 51.42438725542416, 0.04191329331971889 51.42438725542416))",1057.0,0.1740395857889962,0.265
850,"POLYGON ((0.04191329331971889 51.47438725542416, 0.04191329331971889 51.52438725542416, -0.008086706680281108 51.52438725542416, -0.008086706680281108 51.47438725542416, 0.04191329331971889 51.47438725542416))",697.0,1.3838711509796215,0.081
852,"POLYGON ((0.04191329331971889 51.57438725542416, 0.04191329331971889 51.62438725542415, -0.008086706680281108 51.62438725542415, -0.008086706680281108 51.57438725542416, 0.04191329331971889 51.57438725542416))",552.0,1.6452791820867148,0.068
853,"POLYGON ((0.04191329331971889 51.62438725542415, 0.04191329331971889 51.67438725542415, -0.008086706680281108 51.67438725542415, -0.008086706680281108 51.62438725542415, 0.04191329331971889 51.62438725542415))",1173.0,0.06695842056608307,0.315
854,"POLYGON ((0.04191329331971889 51.67438725542415, 0.04191329331971889 51.72438725542415, -0.008086706680281108 51.72438725542415, -0.008086706680281108 51.67438725542415, 0.04191329331971889 51.67438725542415))",396.0,0.4297943125073108,0.18
855,"POLYGON ((0.04191329331971889 51.72438725542415, 0.04191329331971889 51.77438725542414, -0.008086706680281108 51.77438725542414, -0.008086706680281108 51.72438725542415, 0.04191329331971889 51.72438725542415))",99.0,-0.1144806101751188,0.395
862,"POLYGON ((0.04191329331971889 52.07438725542413, 0.04191329331971889 52.12438725542412, -0.008086706680281108 52.12438725542412, -0.008086706680281108 52.07438725542413, 0.04191329331971889 52.07438725542413))",366.0,,0.001
869,"POLYGON ((0.04191329331971889 52.42438725542411, 0.04191329331971889 52.47438725542411, -0.008086706680281108 52.47438725542411, -0.008086706680281108 52.42438725542411, 0.04191329331971889 52.42438725542411))",432.0,,0.001
880,"POLYGON ((0.09191329331971894 50.7743872554242, 0.09191329331971894 50.8243872554242, 0.04191329331971894 50.8243872554242, 0.04191329331971894 50.7743872554242, 0.09191329331971894 50.7743872554242))",147.0,,0.001
888,"POLYGON ((0.09191329331971894 51.17438725542418, 0.09191329331971894 51.22438725542418, 0.04191329331971894 51.22438725542418, 0.04191329331971894 51.17438725542418, 0.09191329331971894 51.17438725542418))",231.0,,0.001
891,"POLYGON ((0.09191329331971894 51.32438725542417, 0.09191329331971894 51.37438725542417, 0.04191329331971894 51.37438725542417, 0.04191329331971894 51.32438725542417, 0.09191329331971894 51.32438725542417))",434.0,0.2716156857169263,0.223
892,"POLYGON ((0.09191329331971894 51.37438725542417, 0.09191329331971894 51.42438725542416, 0.04191329331971894 51.42438725542416, 0.04191329331971894 51.37438725542417, 0.09191329331971894 51.37438725542417))",566.0,0.3989020074711289,0.188
893,"POLYGON ((0.09191329331971894 51.42438725542416, 0.09191329331971894 51.47438725542416, 0.04191329331971894 51.47438725542416, 0.04191329331971894 51.42438725542416, 0.09191329331971894 51.42438725542416))",810.0,-0.0853076009155475,0.429
894,"POLYGON ((0.09191329331971894 51.47438725542416, 0.09191329331971894 51.52438725542416, 0.04191329331971894 51.52438725542416, 0.04191329331971894 51.47438725542416, 0.09191329331971894 51.47438725542416))",249.0,3.165671715223295,0.007
895,"POLYGON ((0.09191329331971894 51.52438725542416, 0.09191329331971894 51.57438725542416, 0.04191329331971894 51.57438725542416, 0.04191329331971894 51.52438725542416, 0.09191329331971894 51.52438725542416))",2881.0,0.35538653394845665,0.199
896,"POLYGON ((0.09191329331971894 51.57438725542416, 0.09191329331971894 51.62438725542415, 0.04191329331971894 51.62438725542415, 0.04191329331971894 51.57438725542416, 0.09191329331971894 51.57438725542416))",938.0,5.517137766888848,0.018
899,"POLYGON ((0.09191329331971894 51.72438725542415, 0.09191329331971894 51.77438725542414, 0.04191329331971894 51.77438725542414, 0.04191329331971894 51.72438725542415, 0.09191329331971894 51.72438725542415))",186.0,,0.001
901,"POLYGON ((0.09191329331971894 51.82438725542414, 0.09191329331971894 51.87438725542414, 0.04191329331971894 51.87438725542414, 0.04191329331971894 51.82438725542414, 0.09191329331971894 51.82438725542414))",315.0,,0.001
908,"POLYGON ((0.09191329331971894 52.17438725542412, 0.09191329331971894 52.22438725542412, 0.04191329331971894 52.22438725542412, 0.04191329331971894 52.17438725542412, 0.09191329331971894 52.17438725542412))",72.0,,0.001
915,"POLYGON ((0.09191329331971894 52.5243872554241, 0.09191329331971894 52.5743872554241, 0.04191329331971894 52.5743872554241, 0.04191329331971894 52.5243872554241, 0.09191329331971894 52.5243872554241))",302.0,-0.6519422514789889,0.152
916,"POLYGON ((0.09191329331971894 52.5743872554241, 0.09191329331971894 52.6243872554241, 0.04191329331971894 52.6243872554241, 0.04191329331971894 52.5743872554241, 0.09191329331971894 52.5743872554241))",158.0,-0.32691650004069034,0.432
924,"POLYGON ((0.141913293319719 50.7743872554242, 0.141913293319719 50.8243872554242, 0.09191329331971898 50.8243872554242, 0.09191329331971898 50.7743872554242, 0.141913293319719 50.7743872554242))",384.0,-0.536158633581951,0.262
925,"POLYGON ((0.141913293319719 50.8243872554242, 0.141913293319719 50.8743872554242, 0.09191329331971898 50.8743872554242, 0.09191329331971898 50.8243872554242, 0.141913293319719 50.8243872554242))",209.0,-0.14110856481537196,0.421
927,"POLYGON ((0.141913293319719 50.92438725542419, 0.141913293319719 50.97438725542419, 0.09191329331971898 50.97438725542419, 0.09191329331971898 50.92438725542419, 0.141913293319719 50.92438725542419))",396.0,-0.12667048699052116,0.411
928,"POLYGON ((0.141913293319719 50.97438725542419, 0.141913293319719 51.02438725542419, 0.09191329331971898 51.02438725542419, 0.09191329331971898 50.97438725542419, 0.141913293319719 50.97438725542419))",390.0,-0.33254484105806187,0.357
929,"POLYGON ((0.141913293319719 51.02438725542419, 0.141913293319719 51.07438725542418, 0.09191329331971898 51.07438725542418, 0.09191329331971898 51.02438725542419, 0.141913293319719 51.02438725542419))",202.0,-0.12756574990110855,0.412
933,"POLYGON ((0.141913293319719 51.22438725542418, 0.141913293319719 51.27438725542417, 0.09191329331971898 51.27438725542417, 0.09191329331971898 51.22438725542418, 0.141913293319719 51.22438725542418))",309.0,,0.001
936,"POLYGON ((0.141913293319719 51.37438725542417, 0.141913293319719 51.42438725542416, 0.09191329331971898 51.42438725542416, 0.09191329331971898 51.37438725542417, 0.141913293319719 51.37438725542417))",368.0,0.01571512498198364,0.337
937,"POLYGON ((0.141913293319719 51.42438725542416, 0.141913293319719 51.47438725542416, 0.09191329331971898 51.47438725542416, 0.09191329331971898 51.42438725542416, 0.141913293319719 51.42438725542416))",453.0,0.16199148719631362,0.262
938,"POLYGON ((0.141913293319719 51.47438725542416, 0.141913293319719 51.52438725542416, 0.09191329331971898 51.52438725542416, 0.09191329331971898 51.47438725542416, 0.141913293319719 51.47438725542416))",667.0,-0.22844738970803458,0.467
939,"POLYGON ((0.141913293319719 51.52438725542416, 0.141913293319719 51.57438725542416, 0.09191329331971898 51.57438725542416, 0.09191329331971898 51.52438725542416, 0.141913293319719 51.52438725542416))",236.0,0.49931378246331787,0.184
942,"POLYGON ((0.141913293319719 51.67438725542415, 0.141913293319719 51.72438725542415, 0.09191329331971898 51.72438725542415, 0.09191329331971898 51.67438725542415, 0.141913293319719 51.67438725542415))",691.0,-0.4286034066030817,0.339
943,"POLYGON ((0.141913293319719 51.72438725542415, 0.141913293319719 51.77438725542414, 0.09191329331971898 51.77438725542414, 0.09191329331971898 51.72438725542415, 0.141913293319719 51.72438725542415))",256.0,0.09893163879650467,0.298
944,"POLYGON ((0.141913293319719 51.77438725542414, 0.141913293319719 51.82438725542414, 0.09191329331971898 51.82438725542414, 0.09191329331971898 51.77438725542414, 0.141913293319719 51.77438725542414))",289.0,-0.4303068862296623,0.339
952,"POLYGON ((0.141913293319719 52.17438725542412, 0.141913293319719 52.22438725542412, 0.09191329331971898 52.22438725542412, 0.09191329331971898 52.17438725542412, 0.141913293319719 52.17438725542412))",666.0,-0.44905224523400405,0.323
953,"POLYGON ((0.141913293319719 52.22438725542412, 0.141913293319719 52.27438725542412, 0.09191329331971898 52.27438725542412, 0.09191329331971898 52.22438725542412, 0.141913293319719 52.22438725542412))",247.0,0.4970887445565611,0.186
955,"POLYGON ((0.141913293319719 52.32438725542411, 0.141913293319719 52.37438725542411, 0.09191329331971898 52.37438725542411, 0.09191329331971898 52.32438725542411, 0.141913293319719 52.32438725542411))",308.0,,0.001
973,"POLYGON ((0.191913293319719 51.02438725542419, 0.191913293319719 51.07438725542418, 0.141913293319719 51.07438725542418, 0.141913293319719 51.02438725542419, 0.191913293319719 51.02438725542419))",529.0,,0.001
975,"POLYGON ((0.191913293319719 51.12438725542418, 0.191913293319719 51.17438725542418, 0.141913293319719 51.17438725542418, 0.141913293319719 51.12438725542418, 0.191913293319719 51.12438725542418))",274.0,,0.001
978,"POLYGON ((0.191913293319719 51.27438725542417, 0.191913293319719 51.32438725542417, 0.141913293319719 51.32438725542417, 0.141913293319719 51.27438725542417, 0.191913293319719 51.27438725542417))",448.0,,0.001
980,"POLYGON ((0.191913293319719 51.37438725542417, 0.191913293319719 51.42438725542416, 0.141913293319719 51.42438725542416, 0.141913293319719 51.37438725542417, 0.191913293319719 51.37438725542417))",328.0,-0.41653800728132695,0.363
981,"POLYGON ((0.191913293319719 51.42438725542416, 0.191913293319719 51.47438725542416, 0.141913293319719 51.47438725542416, 0.141913293319719 51.42438725542416, 0.191913293319719 51.42438725542416))",262.0,-0.46098879817992383,0.21
982,"POLYGON ((0.191913293319719 51.47438725542416, 0.191913293319719 51.52438725542416, 0.141913293319719 51.52438725542416, 0.141913293319719 51.47438725542416, 0.191913293319719 51.47438725542416))",157.0,0.13019835730429166,0.276
983,"POLYGON ((0.191913293319719 51.52438725542416, 0.191913293319719 51.57438725542416, 0.141913293319719 51.57438725542416, 0.141913293319719 51.52438725542416, 0.191913293319719 51.52438725542416))",746.0,0.25501565683438204,0.231
984,"POLYGON ((0.191913293319719 51.57438725542416, 0.191913293319719 51.62438725542415, 0.141913293319719 51.62438725542415, 0.141913293319719 51.57438725542416, 0.191913293319719 51.57438725542416))",959.0,0.6820050716610535,0.134
989,"POLYGON ((0.191913293319719 51.82438725542414, 0.191913293319719 51.87438725542414, 0.141913293319719 51.87438725542414, 0.141913293319719 51.82438725542414, 0.191913293319719 51.82438725542414))",534.0,-0.42013747461514384,0.351
990,"POLYGON ((0.191913293319719 51.87438725542414, 0.191913293319719 51.92438725542414, 0.141913293319719 51.92438725542414, 0.141913293319719 51.87438725542414, 0.191913293319719 51.87438725542414))",260.0,0.19849490734013178,0.265
994,"POLYGON ((0.191913293319719 52.07438725542413, 0.191913293319719 52.12438725542412, 0.141913293319719 52.12438725542412, 0.141913293319719 52.07438725542413, 0.191913293319719 52.07438725542413))",304.0,,0.001
996,"POLYGON ((0.191913293319719 52.17438725542412, 0.191913293319719 52.22438725542412, 0.141913293319719 52.22438725542412, 0.141913293319719 52.17438725542412, 0.191913293319719 52.17438725542412))",627.0,-0.6392309199757242,0.16
997,"POLYGON ((0.191913293319719 52.22438725542412, 0.191913293319719 52.27438725542412, 0.141913293319719 52.27438725542412, 0.141913293319719 52.22438725542412, 0.191913293319719 52.22438725542412))",163.0,-0.1605641370703762,0.485
998,"POLYGON ((0.191913293319719 52.27438725542412, 0.191913293319719 52.32438725542411, 0.141913293319719 52.32438725542411, 0.141913293319719 52.27438725542412, 0.191913293319719 52.27438725542412))",124.0,-0.6416859879199166,0.16
