,geometry,fault_count,GiZScore,GiPValue
1397,"POLYGON ((0.6419132933197195 52.42438725542411, 0.6419132933197195 52.47438725542411, 0.5919132933197194 52.47438725542411, 0.5919132933197194 52.42438725542411, 0.6419132933197195 52.42438725542411))",228.0,,0.001
1413,"POLYGON ((0.6919132933197195 51.02438725542419, 0.6919132933197195 51.07438725542418, 0.6419132933197195 51.07438725542418, 0.6419132933197195 51.02438725542419, 0.6919132933197195 51.02438725542419))",388.0,-0.5666774722633025,0.108
1421,"POLYGON ((0.6919132933197195 51.42438725542416, 0.6919132933197195 51.47438725542416, 0.6419132933197195 51.47438725542416, 0.6419132933197195 51.42438725542416, 0.6919132933197195 51.42438725542416))",97.0,-0.680341858017068,0.107
1423,"POLYGON ((0.6919132933197195 51.52438725542416, 0.6919132933197195 51.57438725542416, 0.6419132933197195 51.57438725542416, 0.6419132933197195 51.52438725542416, 0.6919132933197195 51.52438725542416))",1621.0,0.4906487014872754,0.156
1427,"POLYGON ((0.6919132933197195 51.72438725542415, 0.6919132933197195 51.77438725542414, 0.6419132933197195 51.77438725542414, 0.6419132933197195 51.72438725542415, 0.6919132933197195 51.72438725542415))",489.0,0.24697899903656664,0.24
1429,"POLYGON ((0.6919132933197195 51.82438725542414, 0.6919132933197195 51.87438725542414, 0.6419132933197195 51.87438725542414, 0.6419132933197195 51.82438725542414, 0.6919132933197195 51.82438725542414))",204.0,0.2457872579101828,0.24
1434,"POLYGON ((0.6919132933197195 52.07438725542413, 0.6919132933197195 52.12438725542412, 0.6419132933197195 52.12438725542412, 0.6419132933197195 52.07438725542413, 0.6919132933197195 52.07438725542413))",283.0,-0.4620101420477025,0.134
1435,"POLYGON ((0.6919132933197195 52.12438725542412, 0.6919132933197195 52.17438725542412, 0.6419132933197195 52.17438725542412, 0.6419132933197195 52.12438725542412, 0.6919132933197195 52.12438725542412))",145.0,-0.3699846222062538,0.394
1448,"POLYGON ((0.6919132933197195 52.77438725542409, 0.6919132933197195 52.82438725542409, 0.6419132933197195 52.82438725542409, 0.6419132933197195 52.77438725542409, 0.6919132933197195 52.77438725542409))",38.0,-0.8256463797767684,0.038
1455,"POLYGON ((0.7419132933197196 50.92438725542419, 0.7419132933197196 50.97438725542419, 0.6919132933197195 50.97438725542419, 0.6919132933197195 50.92438725542419, 0.7419132933197196 50.92438725542419))",435.0,-0.687478570866068,0.101
1456,"POLYGON ((0.7419132933197196 50.97438725542419, 0.7419132933197196 51.02438725542419, 0.6919132933197195 51.02438725542419, 0.6919132933197195 50.97438725542419, 0.7419132933197196 50.97438725542419))",142.0,-0.07919646507544326,0.416
1461,"POLYGON ((0.7419132933197196 51.22438725542418, 0.7419132933197196 51.27438725542417, 0.6919132933197195 51.27438725542417, 0.6919132933197195 51.22438725542418, 0.7419132933197196 51.22438725542418))",370.0,-0.5520604217175873,0.235
1463,"POLYGON ((0.7419132933197196 51.32438725542417, 0.7419132933197196 51.37438725542417, 0.6919132933197195 51.37438725542417, 0.6919132933197195 51.32438725542417, 0.7419132933197196 51.32438725542417))",619.0,-0.522745511005593,0.158
1467,"POLYGON ((0.7419132933197196 51.52438725542416, 0.7419132933197196 51.57438725542416, 0.6919132933197195 51.57438725542416, 0.6919132933197195 51.52438725542416, 0.7419132933197196 51.52438725542416))",1250.0,0.8616290117876811,0.099
1468,"POLYGON ((0.7419132933197196 51.57438725542416, 0.7419132933197196 51.62438725542415, 0.6919132933197195 51.62438725542415, 0.6919132933197195 51.57438725542416, 0.7419132933197196 51.57438725542416))",402.0,1.4944891423929105,0.045
1477,"POLYGON ((0.7419132933197196 52.02438725542413, 0.7419132933197196 52.07438725542413, 0.6919132933197195 52.07438725542413, 0.6919132933197195 52.02438725542413, 0.7419132933197196 52.02438725542413))",304.0,-0.40760827976332437,0.256
1481,"POLYGON ((0.7419132933197196 52.22438725542412, 0.7419132933197196 52.27438725542412, 0.6919132933197195 52.27438725542412, 0.6919132933197195 52.22438725542412, 0.7419132933197196 52.22438725542412))",669.0,,0.001
1484,"POLYGON ((0.7419132933197196 52.37438725542411, 0.7419132933197196 52.42438725542411, 0.6919132933197195 52.42438725542411, 0.6919132933197195 52.37438725542411, 0.7419132933197196 52.37438725542411))",129.0,-0.3994949831622514,0.372
1489,"POLYGON ((0.7419132933197196 52.6243872554241, 0.7419132933197196 52.67438725542409, 0.6919132933197195 52.67438725542409, 0.6919132933197195 52.6243872554241, 0.7419132933197196 52.6243872554241))",295.0,-0.640668580950762,0.153
1493,"POLYGON ((0.7419132933197196 52.82438725542409, 0.7419132933197196 52.87438725542408, 0.6919132933197195 52.87438725542408, 0.6919132933197195 52.82438725542409, 0.7419132933197196 52.82438725542409))",82.0,-0.9249058546842142,0.011
1503,"POLYGON ((0.7919132933197196 51.12438725542418, 0.7919132933197196 51.17438725542418, 0.7419132933197196 51.17438725542418, 0.7419132933197196 51.12438725542418, 0.7919132933197196 51.12438725542418))",72.0,-0.553752095613785,0.237
1504,"POLYGON ((0.7919132933197196 51.17438725542418, 0.7919132933197196 51.22438725542418, 0.7419132933197196 51.22438725542418, 0.7419132933197196 51.17438725542418, 0.7919132933197196 51.17438725542418))",202.0,-0.5099618967895753,0.181
1507,"POLYGON ((0.7919132933197196 51.32438725542417, 0.7919132933197196 51.37438725542417, 0.7419132933197196 51.37438725542417, 0.7419132933197196 51.32438725542417, 0.7919132933197196 51.32438725542417))",372.0,-0.3680677642661398,0.249
1508,"POLYGON ((0.7919132933197196 51.37438725542417, 0.7919132933197196 51.42438725542416, 0.7419132933197196 51.42438725542416, 0.7419132933197196 51.37438725542417, 0.7919132933197196 51.37438725542417))",57.0,-0.29748160452193567,0.281
1509,"POLYGON ((0.7919132933197196 51.42438725542416, 0.7919132933197196 51.47438725542416, 0.7419132933197196 51.47438725542416, 0.7419132933197196 51.42438725542416, 0.7919132933197196 51.42438725542416))",96.0,-0.7493828113908321,0.014
1511,"POLYGON ((0.7919132933197196 51.52438725542416, 0.7919132933197196 51.57438725542416, 0.7419132933197196 51.57438725542416, 0.7419132933197196 51.52438725542416, 0.7919132933197196 51.52438725542416))",449.0,0.8598081155587443,0.107
1516,"POLYGON ((0.7919132933197196 51.77438725542414, 0.7919132933197196 51.82438725542414, 0.7419132933197196 51.82438725542414, 0.7419132933197196 51.77438725542414, 0.7919132933197196 51.77438725542414))",343.0,,0.001
1518,"POLYGON ((0.7919132933197196 51.87438725542414, 0.7919132933197196 51.92438725542414, 0.7419132933197196 51.92438725542414, 0.7419132933197196 51.87438725542414, 0.7919132933197196 51.87438725542414))",208.0,,0.001
1521,"POLYGON ((0.7919132933197196 52.02438725542413, 0.7919132933197196 52.07438725542413, 0.7419132933197196 52.07438725542413, 0.7419132933197196 52.02438725542413, 0.7919132933197196 52.02438725542413))",249.0,-0.32191628244039017,0.443
1528,"POLYGON ((0.7919132933197196 52.37438725542411, 0.7919132933197196 52.42438725542411, 0.7419132933197196 52.42438725542411, 0.7419132933197196 52.37438725542411, 0.7919132933197196 52.37438725542411))",270.0,-0.8082212758419064,0.007
1534,"POLYGON ((0.7919132933197196 52.67438725542409, 0.7919132933197196 52.72438725542409, 0.7419132933197196 52.72438725542409, 0.7419132933197196 52.67438725542409, 0.7919132933197196 52.67438725542409))",163.0,-0.3427302009318796,0.415
1539,"POLYGON ((0.7919132933197196 52.92438725542408, 0.7919132933197196 52.97438725542408, 0.7419132933197196 52.97438725542408, 0.7419132933197196 52.92438725542408, 0.7919132933197196 52.92438725542408))",170.0,-0.9174660323351226,0.015
1545,"POLYGON ((0.8419132933197196 51.02438725542419, 0.8419132933197196 51.07438725542418, 0.7919132933197196 51.07438725542418, 0.7919132933197196 51.02438725542419, 0.8419132933197196 51.02438725542419))",463.0,,0.001
1552,"POLYGON ((0.8419132933197196 51.37438725542417, 0.8419132933197196 51.42438725542416, 0.7919132933197196 51.42438725542416, 0.7919132933197196 51.37438725542417, 0.8419132933197196 51.37438725542417))",174.0,-0.6470260815897366,0.009
1557,"POLYGON ((0.8419132933197196 51.62438725542415, 0.8419132933197196 51.67438725542415, 0.7919132933197196 51.67438725542415, 0.7919132933197196 51.62438725542415, 0.8419132933197196 51.62438725542415))",328.0,-0.6020368922023306,0.171
1571,"POLYGON ((0.8419132933197196 52.32438725542411, 0.8419132933197196 52.37438725542411, 0.7919132933197196 52.37438725542411, 0.7919132933197196 52.32438725542411, 0.8419132933197196 52.32438725542411))",49.0,-0.39317255881593577,0.278
1576,"POLYGON ((0.8419132933197196 52.5743872554241, 0.8419132933197196 52.6243872554241, 0.7919132933197196 52.6243872554241, 0.7919132933197196 52.5743872554241, 0.8419132933197196 52.5743872554241))",371.0,,0.001
1582,"POLYGON ((0.8419132933197196 52.87438725542408, 0.8419132933197196 52.92438725542408, 0.7919132933197196 52.92438725542408, 0.7919132933197196 52.87438725542408, 0.8419132933197196 52.87438725542408))",41.0,-0.593574618277063,0.08
1591,"POLYGON ((0.8919132933197197 51.12438725542418, 0.8919132933197197 51.17438725542418, 0.8419132933197196 51.17438725542418, 0.8419132933197196 51.12438725542418, 0.8919132933197197 51.12438725542418))",521.0,-0.5084119743781736,0.271
1596,"POLYGON ((0.8919132933197197 51.37438725542417, 0.8919132933197197 51.42438725542416, 0.8419132933197196 51.42438725542416, 0.8419132933197196 51.37438725542417, 0.8919132933197197 51.37438725542417))",117.0,-0.7797900596726964,0.01
1602,"POLYGON ((0.8919132933197197 51.67438725542415, 0.8919132933197197 51.72438725542415, 0.8419132933197196 51.72438725542415, 0.8419132933197196 51.67438725542415, 0.8919132933197197 51.67438725542415))",180.0,-0.2679655950724191,0.491
1605,"POLYGON ((0.8919132933197197 51.82438725542414, 0.8919132933197197 51.87438725542414, 0.8419132933197196 51.87438725542414, 0.8419132933197196 51.82438725542414, 0.8919132933197197 51.82438725542414))",231.0,0.1412487461340394,0.314
1606,"POLYGON ((0.8919132933197197 51.87438725542414, 0.8919132933197197 51.92438725542414, 0.8419132933197196 51.92438725542414, 0.8419132933197196 51.87438725542414, 0.8919132933197197 51.87438725542414))",493.0,-0.06686213858481707,0.461
1609,"POLYGON ((0.8919132933197197 52.02438725542413, 0.8919132933197197 52.07438725542413, 0.8419132933197196 52.07438725542413, 0.8419132933197196 52.02438725542413, 0.8919132933197197 52.02438725542413))",395.0,-0.4999137515273395,0.275
1612,"POLYGON ((0.8919132933197197 52.17438725542412, 0.8919132933197197 52.22438725542412, 0.8419132933197196 52.22438725542412, 0.8419132933197196 52.17438725542412, 0.8919132933197197 52.17438725542412))",295.0,-0.8352248506602019,0.037
1614,"POLYGON ((0.8919132933197197 52.27438725542412, 0.8919132933197197 52.32438725542411, 0.8419132933197196 52.32438725542411, 0.8419132933197196 52.27438725542412, 0.8919132933197197 52.27438725542412))",276.0,-0.8670074338452404,0.003
1625,"POLYGON ((0.8919132933197197 52.82438725542409, 0.8919132933197197 52.87438725542408, 0.8419132933197196 52.87438725542408, 0.8419132933197196 52.82438725542409, 0.8919132933197197 52.82438725542409))",199.0,-0.9172677968220779,0.02
1635,"POLYGON ((0.9419132933197197 51.12438725542418, 0.9419132933197197 51.17438725542418, 0.8919132933197197 51.17438725542418, 0.8919132933197197 51.12438725542418, 0.9419132933197197 51.12438725542418))",221.0,0.16892441083286772,0.286
1638,"POLYGON ((0.9419132933197197 51.27438725542417, 0.9419132933197197 51.32438725542417, 0.8919132933197197 51.32438725542417, 0.8919132933197197 51.27438725542417, 0.9419132933197197 51.27438725542417))",567.0,,0.001
1640,"POLYGON ((0.9419132933197197 51.37438725542417, 0.9419132933197197 51.42438725542416, 0.8919132933197197 51.42438725542416, 0.8919132933197197 51.37438725542417, 0.9419132933197197 51.37438725542417))",30.0,-0.7464695483796358,0.068
1648,"POLYGON ((0.9419132933197197 51.77438725542414, 0.9419132933197197 51.82438725542414, 0.8919132933197197 51.82438725542414, 0.8919132933197197 51.77438725542414, 0.9419132933197197 51.77438725542414))",256.0,-0.20649682852848375,0.467
1649,"POLYGON ((0.9419132933197197 51.82438725542414, 0.9419132933197197 51.87438725542414, 0.8919132933197197 51.87438725542414, 0.8919132933197197 51.82438725542414, 0.9419132933197197 51.82438725542414))",479.0,0.0020683687232917014,0.403
1650,"POLYGON ((0.9419132933197197 51.87438725542414, 0.9419132933197197 51.92438725542414, 0.8919132933197197 51.92438725542414, 0.8919132933197197 51.87438725542414, 0.9419132933197197 51.87438725542414))",807.0,-0.2838293305874206,0.259
1651,"POLYGON ((0.9419132933197197 51.92438725542414, 0.9419132933197197 51.97438725542413, 0.8919132933197197 51.97438725542413, 0.8919132933197197 51.92438725542414, 0.9419132933197197 51.92438725542414))",148.0,0.15731832937531004,0.282
1654,"POLYGON ((0.9419132933197197 52.07438725542413, 0.9419132933197197 52.12438725542412, 0.8919132933197197 52.12438725542412, 0.8919132933197197 52.07438725542413, 0.9419132933197197 52.07438725542413))",225.0,-0.14895155524659573,0.477
1657,"POLYGON ((0.9419132933197197 52.22438725542412, 0.9419132933197197 52.27438725542412, 0.8919132933197197 52.27438725542412, 0.8919132933197197 52.22438725542412, 0.9419132933197197 52.22438725542412))",77.0,-0.3647115566845904,0.305
1676,"POLYGON ((0.9919132933197198 50.97438725542419, 0.9919132933197198 51.02438725542419, 0.9419132933197197 51.02438725542419, 0.9419132933197197 50.97438725542419, 0.9919132933197198 50.97438725542419))",417.0,-0.5767210924207962,0.204
1695,"POLYGON ((0.9919132933197198 51.92438725542414, 0.9919132933197198 51.97438725542413, 0.9419132933197197 51.97438725542413, 0.9419132933197197 51.92438725542414, 0.9919132933197198 51.92438725542414))",248.0,-0.08813295522695043,0.455
1697,"POLYGON ((0.9919132933197198 52.02438725542413, 0.9919132933197198 52.07438725542413, 0.9419132933197197 52.07438725542413, 0.9419132933197197 52.02438725542413, 0.9919132933197198 52.02438725542413))",366.0,-0.5000516418539883,0.279
1710,"POLYGON ((0.9919132933197198 52.67438725542409, 0.9919132933197198 52.72438725542409, 0.9419132933197197 52.72438725542409, 0.9419132933197197 52.67438725542409, 0.9919132933197198 52.67438725542409))",682.0,,0.001
1721,"POLYGON ((1.04191329331972 51.02438725542419, 1.04191329331972 51.07438725542418, 0.9919132933197198 51.07438725542418, 0.9919132933197198 51.02438725542419, 1.04191329331972 51.02438725542419))",191.0,0.1235485443598908,0.286
1725,"POLYGON ((1.04191329331972 51.22438725542418, 1.04191329331972 51.27438725542417, 0.9919132933197198 51.27438725542417, 0.9919132933197198 51.22438725542418, 1.04191329331972 51.22438725542418))",368.0,0.8232821968378478,0.106
1727,"POLYGON ((1.04191329331972 51.32438725542417, 1.04191329331972 51.37438725542417, 0.9919132933197198 51.37438725542417, 0.9919132933197198 51.32438725542417, 1.04191329331972 51.32438725542417))",518.0,0.8239426195986018,0.106
1737,"POLYGON ((1.04191329331972 51.82438725542414, 1.04191329331972 51.87438725542414, 0.9919132933197198 51.87438725542414, 0.9919132933197198 51.82438725542414, 1.04191329331972 51.82438725542414))",408.0,,0.001
1739,"POLYGON ((1.04191329331972 51.92438725542414, 1.04191329331972 51.97438725542413, 0.9919132933197198 51.97438725542413, 0.9919132933197198 51.92438725542414, 1.04191329331972 51.92438725542414))",267.0,-0.6046240417300718,0.072
1743,"POLYGON ((1.04191329331972 52.12438725542412, 1.04191329331972 52.17438725542412, 0.9919132933197198 52.17438725542412, 0.9919132933197198 52.12438725542412, 1.04191329331972 52.12438725542412))",480.0,,0.001
1745,"POLYGON ((1.04191329331972 52.22438725542412, 1.04191329331972 52.27438725542412, 0.9919132933197198 52.27438725542412, 0.9919132933197198 52.22438725542412, 1.04191329331972 52.22438725542412))",162.0,,0.001
1747,"POLYGON ((1.04191329331972 52.32438725542411, 1.04191329331972 52.37438725542411, 0.9919132933197198 52.37438725542411, 0.9919132933197198 52.32438725542411, 1.04191329331972 52.32438725542411))",185.0,,0.001
1749,"POLYGON ((1.04191329331972 52.42438725542411, 1.04191329331972 52.47438725542411, 0.9919132933197198 52.47438725542411, 0.9919132933197198 52.42438725542411, 1.04191329331972 52.42438725542411))",218.0,-0.37637754165609916,0.394
1750,"POLYGON ((1.04191329331972 52.47438725542411, 1.04191329331972 52.5243872554241, 0.9919132933197198 52.5243872554241, 0.9919132933197198 52.47438725542411, 1.04191329331972 52.47438725542411))",280.0,-0.5163217781691177,0.266
1752,"POLYGON ((1.04191329331972 52.5743872554241, 1.04191329331972 52.6243872554241, 0.9919132933197198 52.6243872554241, 0.9919132933197198 52.5743872554241, 1.04191329331972 52.5743872554241))",133.0,,0.001
1766,"POLYGON ((1.09191329331972 51.07438725542418, 1.09191329331972 51.12438725542418, 1.04191329331972 51.12438725542418, 1.04191329331972 51.07438725542418, 1.09191329331972 51.07438725542418))",585.0,-0.576030909775997,0.204
1770,"POLYGON ((1.09191329331972 51.27438725542417, 1.09191329331972 51.32438725542417, 1.04191329331972 51.32438725542417, 1.04191329331972 51.27438725542417, 1.09191329331972 51.27438725542417))",810.0,-0.004952301468109209,0.366
1783,"POLYGON ((1.09191329331972 51.92438725542414, 1.09191329331972 51.97438725542413, 1.04191329331972 51.97438725542413, 1.04191329331972 51.92438725542414, 1.09191329331972 51.92438725542414))",110.0,-0.40639393663107726,0.358
1798,"POLYGON ((1.09191329331972 52.67438725542409, 1.09191329331972 52.72438725542409, 1.04191329331972 52.72438725542409, 1.04191329331972 52.67438725542409, 1.09191329331972 52.67438725542409))",233.0,,0.001
1802,"POLYGON ((1.09191329331972 52.87438725542408, 1.09191329331972 52.92438725542408, 1.04191329331972 52.92438725542408, 1.04191329331972 52.87438725542408, 1.09191329331972 52.87438725542408))",298.0,,0.001
1809,"POLYGON ((1.14191329331972 51.02438725542419, 1.14191329331972 51.07438725542418, 1.09191329331972 51.07438725542418, 1.09191329331972 51.02438725542419, 1.14191329331972 51.02438725542419))",333.0,,0.001
1815,"POLYGON ((1.14191329331972 51.32438725542417, 1.14191329331972 51.37438725542417, 1.09191329331972 51.37438725542417, 1.09191329331972 51.32438725542417, 1.14191329331972 51.32438725542417))",402.0,,0.001
1825,"POLYGON ((1.14191329331972 51.82438725542414, 1.14191329331972 51.87438725542414, 1.09191329331972 51.87438725542414, 1.09191329331972 51.82438725542414, 1.14191329331972 51.82438725542414))",346.0,,0.001
1828,"POLYGON ((1.14191329331972 51.97438725542413, 1.14191329331972 52.02438725542413, 1.09191329331972 52.02438725542413, 1.09191329331972 51.97438725542413, 1.14191329331972 51.97438725542413))",301.0,-0.03208781881056062,0.356
1829,"POLYGON ((1.14191329331972 52.02438725542413, 1.14191329331972 52.07438725542413, 1.09191329331972 52.07438725542413, 1.09191329331972 52.02438725542413, 1.14191329331972 52.02438725542413))",432.0,0.069155578619521,0.318
1830,"POLYGON ((1.14191329331972 52.07438725542413, 1.14191329331972 52.12438725542412, 1.09191329331972 52.12438725542412, 1.09191329331972 52.07438725542413, 1.14191329331972 52.07438725542413))",652.0,-0.030537188587986028,0.355
1835,"POLYGON ((1.14191329331972 52.32438725542411, 1.14191329331972 52.37438725542411, 1.09191329331972 52.37438725542411, 1.09191329331972 52.32438725542411, 1.14191329331972 52.32438725542411))",385.0,,0.001
1839,"POLYGON ((1.14191329331972 52.5243872554241, 1.14191329331972 52.5743872554241, 1.09191329331972 52.5743872554241, 1.09191329331972 52.5243872554241, 1.14191329331972 52.5243872554241))",422.0,,0.001
1854,"POLYGON ((1.19191329331972 51.07438725542418, 1.19191329331972 51.12438725542418, 1.14191329331972 51.12438725542418, 1.14191329331972 51.07438725542418, 1.19191329331972 51.07438725542418))",894.0,,0.001
1868,"POLYGON ((1.19191329331972 51.77438725542414, 1.19191329331972 51.82438725542414, 1.14191329331972 51.82438725542414, 1.14191329331972 51.77438725542414, 1.19191329331972 51.77438725542414))",472.0,-0.33670184010150084,0.418
1869,"POLYGON ((1.19191329331972 51.82438725542414, 1.19191329331972 51.87438725542414, 1.14191329331972 51.87438725542414, 1.14191329331972 51.82438725542414, 1.19191329331972 51.82438725542414))",297.0,-0.23797277801546762,0.446
1870,"POLYGON ((1.19191329331972 51.87438725542414, 1.19191329331972 51.92438725542414, 1.14191329331972 51.92438725542414, 1.14191329331972 51.87438725542414, 1.19191329331972 51.87438725542414))",210.0,-0.33795483064164283,0.415
1873,"POLYGON ((1.19191329331972 52.02438725542413, 1.19191329331972 52.07438725542413, 1.14191329331972 52.07438725542413, 1.14191329331972 52.02438725542413, 1.19191329331972 52.02438725542413))",790.0,,0.001
1876,"POLYGON ((1.19191329331972 52.17438725542412, 1.19191329331972 52.22438725542412, 1.14191329331972 52.22438725542412, 1.14191329331972 52.17438725542412, 1.19191329331972 52.17438725542412))",159.0,,0.001
1878,"POLYGON ((1.19191329331972 52.27438725542412, 1.19191329331972 52.32438725542411, 1.14191329331972 52.32438725542411, 1.14191329331972 52.27438725542412, 1.19191329331972 52.27438725542412))",214.0,,0.001
1881,"POLYGON ((1.19191329331972 52.42438725542411, 1.19191329331972 52.47438725542411, 1.14191329331972 52.47438725542411, 1.14191329331972 52.42438725542411, 1.19191329331972 52.42438725542411))",257.0,,0.001
1887,"POLYGON ((1.19191329331972 52.72438725542409, 1.19191329331972 52.77438725542409, 1.14191329331972 52.77438725542409, 1.14191329331972 52.72438725542409, 1.19191329331972 52.72438725542409))",388.0,,0.001
1890,"POLYGON ((1.19191329331972 52.87438725542408, 1.19191329331972 52.92438725542408, 1.14191329331972 52.92438725542408, 1.14191329331972 52.87438725542408, 1.19191329331972 52.87438725542408))",362.0,,0.001
1900,"POLYGON ((1.24191329331972 51.17438725542418, 1.24191329331972 51.22438725542418, 1.19191329331972 51.22438725542418, 1.19191329331972 51.17438725542418, 1.24191329331972 51.17438725542418))",186.0,-0.09822548372665456,0.381
1901,"POLYGON ((1.24191329331972 51.22438725542418, 1.24191329331972 51.27438725542417, 1.19191329331972 51.27438725542417, 1.19191329331972 51.22438725542418, 1.24191329331972 51.22438725542418))",403.0,-0.5880961977300492,0.19
1917,"POLYGON ((1.24191329331972 52.02438725542413, 1.24191329331972 52.07438725542413, 1.19191329331972 52.07438725542413, 1.19191329331972 52.02438725542413, 1.24191329331972 52.02438725542413))",198.0,,0.001
1926,"POLYGON ((1.24191329331972 52.47438725542411, 1.24191329331972 52.5243872554241, 1.19191329331972 52.5243872554241, 1.19191329331972 52.47438725542411, 1.24191329331972 52.47438725542411))",313.0,,0.001
1929,"POLYGON ((1.24191329331972 52.6243872554241, 1.24191329331972 52.67438725542409, 1.19191329331972 52.67438725542409, 1.19191329331972 52.6243872554241, 1.24191329331972 52.6243872554241))",119.0,-0.25017852341193275,0.5
1930,"POLYGON ((1.24191329331972 52.67438725542409, 1.24191329331972 52.72438725542409, 1.19191329331972 52.72438725542409, 1.19191329331972 52.67438725542409, 1.24191329331972 52.67438725542409))",336.0,-0.7399877835476172,0.07
1957,"POLYGON ((1.29191329331972 51.82438725542414, 1.29191329331972 51.87438725542414, 1.24191329331972 51.87438725542414, 1.24191329331972 51.82438725542414, 1.29191329331972 51.82438725542414))",359.0,,0.001
1959,"POLYGON ((1.29191329331972 51.92438725542414, 1.29191329331972 51.97438725542413, 1.24191329331972 51.97438725542413, 1.24191329331972 51.92438725542414, 1.29191329331972 51.92438725542414))",341.0,,0.001
1961,"POLYGON ((1.29191329331972 52.02438725542413, 1.29191329331972 52.07438725542413, 1.24191329331972 52.07438725542413, 1.24191329331972 52.02438725542413, 1.29191329331972 52.02438725542413))",95.0,,0.001
1971,"POLYGON ((1.29191329331972 52.5243872554241, 1.29191329331972 52.5743872554241, 1.24191329331972 52.5743872554241, 1.24191329331972 52.5243872554241, 1.29191329331972 52.5243872554241))",205.0,-0.4194375871030526,0.345
1972,"POLYGON ((1.29191329331972 52.5743872554241, 1.29191329331972 52.6243872554241, 1.24191329331972 52.6243872554241, 1.24191329331972 52.5743872554241, 1.29191329331972 52.5743872554241))",261.0,-0.11484507100421337,0.447
1973,"POLYGON ((1.29191329331972 52.6243872554241, 1.29191329331972 52.67438725542409, 1.24191329331972 52.67438725542409, 1.24191329331972 52.6243872554241, 1.29191329331972 52.6243872554241))",586.0,-0.41767003251918994,0.348
1976,"POLYGON ((1.29191329331972 52.77438725542409, 1.29191329331972 52.82438725542409, 1.24191329331972 52.82438725542409, 1.24191329331972 52.77438725542409, 1.29191329331972 52.77438725542409))",288.0,,0.001
1987,"POLYGON ((1.34191329331972 51.12438725542418, 1.34191329331972 51.17438725542418, 1.29191329331972 51.17438725542418, 1.29191329331972 51.12438725542418, 1.34191329331972 51.12438725542418))",710.0,,0.001
1992,"POLYGON ((1.34191329331972 51.37438725542417, 1.34191329331972 51.42438725542416, 1.29191329331972 51.42438725542416, 1.29191329331972 51.37438725542417, 1.34191329331972 51.37438725542417))",287.0,,0.001
2003,"POLYGON ((1.34191329331972 51.92438725542414, 1.34191329331972 51.97438725542413, 1.29191329331972 51.97438725542413, 1.29191329331972 51.92438725542414, 1.34191329331972 51.92438725542414))",375.0,,0.001
2006,"POLYGON ((1.34191329331972 52.07438725542413, 1.34191329331972 52.12438725542412, 1.29191329331972 52.12438725542412, 1.29191329331972 52.07438725542413, 1.34191329331972 52.07438725542413))",455.0,,0.001
2009,"POLYGON ((1.34191329331972 52.22438725542412, 1.34191329331972 52.27438725542412, 1.29191329331972 52.27438725542412, 1.29191329331972 52.22438725542412, 1.34191329331972 52.22438725542412))",326.0,,0.001
2012,"POLYGON ((1.34191329331972 52.37438725542411, 1.34191329331972 52.42438725542411, 1.29191329331972 52.42438725542411, 1.29191329331972 52.37438725542411, 1.34191329331972 52.37438725542411))",333.0,,0.001
2016,"POLYGON ((1.34191329331972 52.5743872554241, 1.34191329331972 52.6243872554241, 1.29191329331972 52.6243872554241, 1.29191329331972 52.5743872554241, 1.34191329331972 52.5743872554241))",270.0,0.4722829461148578,0.181
2017,"POLYGON ((1.34191329331972 52.6243872554241, 1.34191329331972 52.67438725542409, 1.29191329331972 52.67438725542409, 1.29191329331972 52.6243872554241, 1.34191329331972 52.6243872554241))",655.0,-0.3970523477277802,0.371
2022,"POLYGON ((1.34191329331972 52.87438725542408, 1.34191329331972 52.92438725542408, 1.29191329331972 52.92438725542408, 1.29191329331972 52.87438725542408, 1.34191329331972 52.87438725542408))",363.0,,0.001
2033,"POLYGON ((1.39191329331972 51.22438725542418, 1.39191329331972 51.27438725542417, 1.34191329331972 51.27438725542417, 1.34191329331972 51.22438725542418, 1.39191329331972 51.22438725542418))",551.0,-0.4404284821559756,0.327
2034,"POLYGON ((1.39191329331972 51.27438725542417, 1.39191329331972 51.32438725542417, 1.34191329331972 51.32438725542417, 1.34191329331972 51.27438725542417, 1.39191329331972 51.27438725542417))",251.0,-0.24724514866361763,0.433
2035,"POLYGON ((1.39191329331972 51.32438725542417, 1.39191329331972 51.37438725542417, 1.34191329331972 51.37438725542417, 1.34191329331972 51.32438725542417, 1.39191329331972 51.32438725542417))",123.0,-0.565875032737357,0.117
2036,"POLYGON ((1.39191329331972 51.37438725542417, 1.39191329331972 51.42438725542416, 1.34191329331972 51.42438725542416, 1.34191329331972 51.37438725542417, 1.39191329331972 51.37438725542417))",142.0,-0.7320928760386545,0.076
2051,"POLYGON ((1.39191329331972 52.12438725542412, 1.39191329331972 52.17438725542412, 1.34191329331972 52.17438725542412, 1.34191329331972 52.12438725542412, 1.39191329331972 52.12438725542412))",194.0,,0.001
2054,"POLYGON ((1.39191329331972 52.27438725542412, 1.39191329331972 52.32438725542411, 1.34191329331972 52.32438725542411, 1.34191329331972 52.27438725542412, 1.39191329331972 52.27438725542412))",151.0,,0.001
2059,"POLYGON ((1.39191329331972 52.5243872554241, 1.39191329331972 52.5743872554241, 1.34191329331972 52.5743872554241, 1.34191329331972 52.5243872554241, 1.39191329331972 52.5243872554241))",396.0,,0.001
